Seed,Desc,Player,Wilds,H20,Predict,Actual,Quality,Play,Points,Ante,Surr,Total,R_Wilds,R_Ante,R_Surr,R_Points,R_Totals,R_Plays,R_Wins,R_Games,Hand 1,Hand 2,Hand 3,Hand 4,Hand 5,Hand 6,Total,h1_score,h1_points,h2_score,h2_points,h3_score,h3_points,h4_score,h4_points,h5_score,h5_points,h6_score,h6_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,238,1687.5,1690.1,     Ok,   True,-22,-20,0,-42,9,-80,-60,68,-72,11,2,17,   A, Trip SHJ, Trip DCQ, Trip HDK, Flush 9, Four 7, (1690.1, (11402, 67.8), (41143, 869.7), (41221, 442.9), (41332, 123.4), (60908, 11.7), (80713, 174.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,0,447.9,1370,1237.3, Not Ok,  False,0,-10,-40,-50,6,-180,-150,-190,-520,11,1,17,   J, Trip SS7, Trip HC9, Trip SHT, FullH 5, Four 2, (1237.3, (11101, 6.6), (40744, 656.4), (40931, 280.8), (41043, 65.2), (70508, 102.3), (80206, 126.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,509.7,1665.3,1792.6,     Ok,   True,-44,-20,0,-64,12,510,340,462,1312,15,8,18,   Q, Trip SH9, Trip HHK, Trip SDA, FullH 7, Four 6, (1792.6, (11203, 18.9), (40943, 774.0), (41333, 529.3), (41442, 195.4), (70710, 110.8), (80612, 164.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,2,1894.8,3182.9,3019.8, Monster,   True,50,-20,0,30,6,-100,-100,-163,-363,12,2,18,  CQ,  K, Pair 5, Four 3, FiveSF J, SevenSF Q, (3019.8, (11201, 13.3), (11310, 0.4), (20510, 1.1), (80311, 1001.0), (91110, 935.4), (131211, 1068.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,213.6,1310.3,1422.5, Not Ok,  False,0,-10,-40,-50,6,-200,-130,-99,-429,12,1,18,   A, Trip HDT, Trip SSJ, Trip HDQ, Straight A, Flush 8, (1422.5, (11403, 82.5), (41032, 797.9), (41144, 440.4), (41232, 92.4), (51405, 8.9), (60807, 0.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,1243.4,2055.6,1866.7,   Good,   True,-21,-20,0,-41,6,-20,60,-93,-53,14,3,18,   A, Pair 8, Trip SH7, Trip HHJ, FiveSF T, Five K, (1866.7, (11404, 100.0), (20812, 19.9), (40743, 234.3), (41133, 73.7), (91009, 930.9), (101300, 507.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,399.2,1773.8,1471.5,     Ok,   True,-72,-20,0,-92,9,-100,-60,-4,-164,12,2,18,   K, Trip SH2, Trip DC4, Trip HD8, Four 9, Four A, (1471.5, (11304, 47.8), (40243, 387.0), (40421, 154.8), (40832, 41.4), (80911, 608.5), (81411, 232.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,1,2023,3834.8,3779.8, Monster,   True,87,90,40,217,7,-90,-110,-103,-303,12,2,18,   A, Pair T, Four 4, Four 8, Four Q, FiveSF 6, (3779.8, (11403, 82.5), (21005, 25.9), (80405, 1568.0), (80806, 1121.8), (81214, 685.4), (90605, 296.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,707.7,1301,1468.3, Not Ok,  False,0,-10,-30,-40,12,500,310,462,1272,15,8,19,   K, Trip DC7, Trip SDJ, Trip HDA, FullH 6, Four 5, (1468.3, (11301, 26.9), (40721, 592.4), (41142, 409.6), (41432, 176.2), (70610, 108.0), (80512, 155.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,1,137.8,1216.9,1526, Not Ok,  False,0,-10,-30,-40,7,-110,-130,-163,-403,12,2,19,  HK, Pair 2, Pair 3, Trip HD9, FiveSF J, Five Q, (1526.0, (11303, 39.8), (20211, 1.5), (20310, 0.2), (40932, 48.7), (91110, 935.4), (101200, 500.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,1546.9,2505.6,2336.3, Monster,   True,13,-20,0,-7,6,-220,-130,-86,-436,13,1,19,   A, Pair 6, Pair 8, Pair T, Five 3, SevenSF 8, (2336.3, (11404, 100.0), (20613, 11.7), (20812, 5.1), (21007, 1.2), (100300, 1160.8), (130807, 1057.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,377.2,1514.9,1654.3,     Ok,   True,-28,-20,0,-48,6,-40,60,-121,-101,15,3,19,   K, Trip SS9, Trip HHJ, Trip SHA, Flush K, Four 8, (1654.3, (11304, 47.8), (40944, 783.9), (41133, 396.6), (41443, 218.0), (61312, 32.1), (80807, 175.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,1,1031.9,2696.9,2272.1, Monster,   True,15,70,90,175,10,-30,30,11,11,13,3,19,   A, Pair 6, Trip HHK, Four 2, Four 4, Four 9, (2272.1, (11402, 67.8), (20610, 10.7), (41333, 529.3), (80211, 961.1), (80414, 515.3), (80911, 187.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,1,184.2,967.8,1641.5,    Sad,  False,0,-10,-30,-40,8,-100,-140,-103,-343,12,2,19,   Q, Trip SHT, Trip SDK, Trip SSA, Straight Q, FullH 2, (1641.5, (11203, 18.9), (41043, 828.3), (41342, 540.7), (41444, 232.9), (51211, 7.1), (70207, 13.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,318.6,1502.7,1190.3,     Ok,   True,-97,-20,0,-117,12,480,310,365,1155,16,8,20,   A, Pair T, Pair Q, Pair K, Four 8, Five 4, (1190.3, (11404, 100.0), (21011, 29.1), (21207, 16.1), (21307, 5.2), (80814, 601.5), (100400, 438.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,608.8,1462.3,2291.6,     Ok,   True,32,-20,0,12,7,-130,-130,-131,-391,13,2,20,  SQ, Pair 9, Trip SSJ, Trip SCA, FiveSF 8, SixSF 9, (2291.6, (11204, 22.7), (20907, 22.1), (41144, 440.4), (41441, 184.0), (90807, 919.3), (110908, 703.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,474.6,1648.8,1479.1,     Ok,   True,-67,-20,0,-87,6,-240,-130,-153,-523,14,1,20,   A, Trip SDT, Trip SDJ, Trip SHQ, Flush A, FullH 7, (1479.1, (11403, 82.5), (41042, 813.2), (41142, 409.6), (41243, 107.9), (61413, 37.5), (70708, 28.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,1088.6,1787.5,1507.8,     Ok,   True,-32,-20,0,-52,6,-60,60,-153,-153,16,3,20,   Q, Pair J, Trip SS8, Trip SDK, FullH 6, Six 9, (1507.8, (11201, 13.3), (21110, 33.5), (40844, 274.8), (41342, 135.7), (70604, 105.5), (120900, 945.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,2,1300,1768.2,2838.9,     Ok,   True,57,-20,0,37,12,-50,30,68,48,14,3,20,   A, Pair 6, Pair K, FiveSF 6, FiveSF Q, FiveSF A, (2838.9, (11401, 56.2), (20612, 11.5), (21311, 20.9), (90605, 1470.0), (91211, 941.3), (91405, 339.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,1,1727.6,2141.4,3569.2,   Good,   True,107,100,0,207,9,0,-140,4,-136,13,3,20,9, Trip HDQ, Trip HDA, Four 2, Four K, Five T, (3569.2, (10904, 2.8), (41232, 881.3), (41432, 573.5), (80207, 937.3), (81309, 689.7), (101000, 484.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,1,648.3,1893.7,2282.5,   Good,   True,1,-20,0,-19,13,460,310,366,1136,17,8,21,   A, Pair 8, Pair T, Four J, Four Q, FiveSF 6, (2282.5, (11404, 100.0), (20809, 18.3), (21005, 8.1), (81113, 1174.5), (81214, 685.4), (90605, 296.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,1,632,1699.6,1275.2,     Ok,   True,-50,-20,0,-70,8,-150,-130,-181,-461,14,2,21,  CT, Trip SD3, Trip SCJ, Trip SHA, FullH 2, Four 6, (1275.2, (11001, 3.3), (40342, 416.4), (41141, 398.9), (41443, 218.0), (70209, 80.1), (80608, 158.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,399.1,1577.2,1009.9,     Ok,   True,-64,-20,0,-84,6,-260,-130,-217,-607,15,1,21,   A, Trip SD6, Trip HD8, Trip HDQ, Flush K, Flush A, (1009.9, (11402, 67.8), (40642, 562.5), (40832, 247.9), (41232, 92.4), (61311, 29.9), (61410, 9.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,1917.1,3647.3,3573.6, Monster,   True,121,90,40,251,6,30,100,-32,98,17,4,21,   J, Trip SST, Trip SSQ, Four 5, Four K, Five 9, (3573.6, (11104, 11.3), (41044, 837.6), (41244, 511.1), (80507, 1048.6), (81308, 688.0), (100900, 477.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,1,1495.1,2460.8,2380.8, Monster,   True,-8,-20,0,-28,13,-70,30,60,20,15,3,21,   A, Trip SH2, Trip SH3, Trip DDK, Four 7, SevenSF T, (2380.8, (11403, 82.5), (40243, 387.0), (40343, 152.0), (41322, 115.9), (80714, 579.9), (131009, 1063.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,0,170.1,1106.9,989.8, Not Ok,  False,0,-10,-40,-50,9,-10,-180,4,-186,13,3,21,   A, Trip HD5, Trip HDT, Trip SDJ, Flush 9, Flush K, (989.8, (11402, 67.8), (40532, 493.0), (41032, 334.8), (41142, 77.4), (60908, 11.7), (61309, 5.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,2,824.8,2126.3,2296.2,   Good,   True,31,70,90,191,15,530,400,397,1327,18,9,22,   A, Pair T, Trip SHJ, Four 4, Four 6, Four 8, (2296.2, (11401, 56.2), (21009, 28.6), (41143, 429.7), (80413, 1042.0), (80614, 556.7), (80813, 183.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,261.2,936.6,391.4,    Sad,  False,0,-10,-30,-40,8,-160,-160,-181,-501,14,2,22,  DA, Pair 9, Pair T, Pair Q, FullH 2, Four J, (391.4, (11402, 67.8), (20913, 25.1), (21008, 9.7), (21206, 3.1), (70207, 77.9), (81114, 207.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,1,244,1099.5,1305.2, Not Ok,  False,0,-10,-30,-40,7,-270,-160,-217,-647,15,1,22,   A, Trip SH3, Trip SSQ, Trip SDK, Flush J, Four 4, (1305.2, (11402, 67.8), (40343, 427.1), (41244, 511.1), (41342, 135.7), (61110, 18.4), (80411, 145.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,163.4,935.5,1262.1,    Sad,  False,0,-10,-30,-40,6,20,70,-32,58,17,4,22,   A, Trip SC8, Trip SD9, Trip SHK, Flush Q, FullH 7, (1262.1, (11403, 82.5), (40841, 681.2), (40942, 300.8), (41343, 149.3), (61207, 19.6), (70710, 28.7)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,820.7,1402.3,1970.8,     Ok,   True,-10,-20,0,-30,13,-90,30,50,-10,16,3,22,   A, Pair 9, Pair Q, Four 3, Four 5, FiveSF T, (1970.8, (11403, 82.5), (20910, 23.7), (21208, 16.9), (80311, 1001.0), (80513, 531.0), (91009, 315.7)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,0,486.5,1526.5,1589.8,     Ok,   True,-21,-20,0,-41,9,-30,-180,-17,-227,14,3,22,   K, Trip SH9, Trip HDQ, Trip SSA, FullH 2, FullH 3, (1589.8, (11301, 26.9), (40943, 774.0), (41232, 457.3), (41444, 232.9), (70210, 81.5), (70308, 17.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,767.6,1922.9,2321.5,   Good,   True,20,-20,0,0,15,510,400,417,1327,19,9,23,8, Trip SDT, Trip HHK, Trip SDA, Four 2, FiveSF Q, (2321.5, (10803, 1.3), (41042, 813.2), (41333, 529.3), (41442, 195.4), (80208, 458.2), (91211, 324.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,587.5,2182.2,1817,   Good,   True,-74,-20,0,-94,8,-180,-160,-255,-595,15,2,23,  D8, Trip DD3, Trip HHT, Trip DDK, Four Q, FiveSF 6, (1817.0, (10802, 1.2), (40322, 396.0), (41033, 339.9), (41322, 115.9), (81208, 667.8), (90605, 296.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,1044.4,2373.9,1495.5, Monster,   True,-98,-20,0,-118,7,-290,-160,-315,-765,16,1,23,   K, Trip SD7, Trip HDJ, Trip SCA, FullH 5, Four 6, (1495.5, (11301, 26.9), (40742, 627.0), (41132, 391.1), (41441, 184.0), (70508, 102.3), (80612, 164.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,1,1198.8,2136,2930.8,   Good,   True,39,-20,0,19,7,0,70,7,77,18,4,23,   K, Pair A, Trip HDJ, Four 2, Four 8, Six 9, (2930.8, (11301, 26.9), (21406, 39.3), (41132, 391.1), (80207, 937.3), (80812, 591.2), (120900, 945.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,1,1070.9,2469.2,1945.1, Monster,   True,-13,-20,0,-33,14,-110,30,37,-43,17,3,23,   T, Trip HD9, Trip SHJ, Trip SSA, FullH 5, Five 4, (1945.1, (11003, 4.7), (40932, 737.8), (41143, 429.7), (41444, 232.9), (70507, 101.6), (100400, 438.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,1,960.8,2384.1,3651.8, Monster,   True,126,100,0,226,10,70,-180,109,-1,15,4,23,   A, Pair T, Four 3, Four 5, Four Q, Four K, (3651.8, (11403, 82.5), (21008, 27.5), (80309, 1568.0), (80511, 1064.8), (81214, 685.4), (81311, 223.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,1,783.9,2027,1639.6,   Good,   True,-33,-20,0,-53,16,490,400,384,1274,20,9,24,   A, Trip HDT, Trip HDQ, Trip SSK, FullH 5, FullH 6, (1639.6, (11404, 100.0), (41032, 797.9), (41232, 457.3), (41344, 157.8), (70507, 101.6), (70603, 25.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,526.7,1562.7,664.4,     Ok,   True,-82,-20,0,-102,8,-200,-160,-337,-697,16,2,24,  HA, Pair 5, Trip SH4, Trip HD9, Flush K, FiveSF Q, (664.4, (11403, 82.5), (20514, 8.6), (40443, 167.8), (40932, 48.7), (61313, 32.7), (91211, 324.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,301,1250.9,1341.3, Not Ok,  False,0,-10,-40,-50,7,-300,-200,-315,-815,16,1,24,   A, Trip SC6, Trip SSQ, Trip DCA, Flush K, FullH 4, (1341.3, (11402, 67.8), (40641, 553.8), (41244, 511.1), (41421, 161.4), (61310, 28.3), (70402, 18.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,234.4,1734.2,1668.6,     Ok,   True,-26,-20,0,-46,7,-20,70,-19,31,19,4,24,   A, Trip HDJ, Trip HDQ, Trip SDK, Flush 9, Four 6, (1668.6, (11401, 56.2), (41132, 847.0), (41232, 457.3), (41342, 135.7), (60908, 11.7), (80610, 160.7)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,1136.3,1760.7,2386.9,     Ok,   True,54,-20,0,34,14,-130,30,91,-9,18,3,24,   A, Pair T, Pair K, Four 7, Four J, Five 8, (2386.9, (11404, 100.0), (21004, 25.6), (21303, 18.3), (80709, 1108.4), (81114, 664.8), (100800, 469.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,2,1061,2339.2,3403, Monster,   True,87,90,40,217,12,160,-140,196,216,16,5,24,   A, Pair T, Four 2, Four 3, Four 4, Four 9, (3403.0, (11404, 100.0), (21008, 27.5), (80211, 1568.0), (80311, 1001.0), (80414, 515.3), (80913, 191.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,171.5,1193.7,437.2, Not Ok,  False,0,-10,-30,-40,16,480,370,384,1234,20,9,25,   A, Pair 9, Pair Q, Pair K, FullH 7, Four 8, (437.2, (11404, 100.0), (20911, 24.2), (21206, 15.4), (21306, 4.7), (70705, 109.5), (80814, 183.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,797.3,1024.5,1945.1, Not Ok,  False,0,-10,-30,-40,8,-210,-190,-337,-737,16,2,25,  HA, Pair 4, Pair 5, Four 2, Four J, Four K, (1945.1, (11403, 82.5), (20410, 4.8), (20509, 1.0), (80212, 966.9), (81114, 664.8), (81312, 225.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,2,682.9,2095.4,1342.2,   Good,   True,-36,-20,0,-56,9,-320,-200,-351,-871,17,1,25,   A, Pair 3, Pair 4, Pair Q, FiveSF 6, FiveSF A, (1342.2, (11403, 82.5), (20313, 3.5), (20409, 0.5), (21208, 3.7), (90605, 906.8), (91413, 345.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,0,1269.3,2097.8,1419.9,   Good,   True,-10,-20,0,-30,7,-40,70,-29,1,20,4,25,   K, Trip SH8, Trip SHJ, Trip SDA, Straight A, FullH 6, (1419.9, (11304, 47.8), (40843, 711.3), (41143, 429.7), (41442, 195.4), (51405, 8.9), (70610, 26.8)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,384.4,1297.4,1540.5, Not Ok,  False,0,-10,-30,-40,14,-140,0,91,-49,18,3,25,   K, Pair 4, Trip SH9, Trip HHT, Four Q, Five 6, (1540.5, (11302, 32.5), (20408, 4.3), (40943, 314.4), (41033, 59.5), (81211, 675.9), (100600, 453.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,1,988.1,2265.2,2865.9, Monster,   True,46,70,90,206,13,230,-50,242,422,17,6,25,   Q, Pair 4, Trip HD9, Four 7, FiveSF A, Five T, (2865.9, (11204, 22.7), (20408, 4.3), (40932, 287.7), (80711, 1113.3), (91405, 953.3), (101000, 484.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,1,345.2,1541.8,1385.4,     Ok,   True,7,-20,0,-13,17,460,370,391,1221,21,9,26,   A, Pair K, Trip HD4, Trip HD5, Flush J, SevenSF A, (1385.4, (11402, 67.8), (21310, 38.6), (40432, 158.5), (40532, 28.1), (61109, 16.9), (131407, 1075.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,823.9,2297.3,1846.9, Monster,   True,18,90,40,148,8,-120,-150,-319,-589,17,3,26,  SA, Pair 7, Pair K, Trip SS9, Five 2, Five Q, (1846.9, (11404, 100.0), (20714, 15.8), (21308, 20.1), (40944, 54.8), (100200, 1155.8), (101200, 500.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,171.4,1035.9,1529.8, Not Ok,  False,0,-10,-40,-50,9,-330,-240,-351,-921,17,1,26,   A, Trip HHT, Trip SDJ, Trip DDK, FullH 6, FullH 8, (1529.8, (11402, 67.8), (41033, 802.4), (41142, 409.6), (41322, 115.9), (70602, 104.9), (70803, 29.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,1,1718.8,3731.1,2327.5, Monster,   True,-5,-20,0,-25,8,-60,70,-34,-24,21,4,26,   K, Pair 3, Pair 4, Four 9, Four J, Five T, (2327.5, (11303, 39.8), (20307, 2.2), (20406, 0.4), (80908, 1145.0), (81112, 655.5), (101000, 484.6)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,762.6,1673,1465.8,     Ok,   True,-19,-20,0,-39,14,-160,0,72,-88,19,3,26,   A, Pair 4, Pair 6, Pair J, Four Q, SixSF 9, (1465.8, (11402, 67.8), (20413, 5.6), (20609, 1.8), (21108, 2.1), (81214, 685.4), (110908, 703.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,0,383.2,1619,1506.4,     Ok,   True,-1,-20,0,-21,13,210,-50,241,401,18,6,26,   A, Trip HH7, Trip SSK, Trip SHA, Straight J, FullH 3, (1506.4, (11403, 82.5), (40733, 613.6), (41344, 570.0), (41443, 218.0), (51110, 6.1), (70305, 16.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,298.4,1168.9,993.3, Not Ok,  False,0,-10,-40,-50,17,450,330,391,1171,21,9,27,   A, Trip HD4, Trip HD5, Trip SH7, FullH 2, Four 6, (993.3, (11403, 82.5), (40432, 445.7), (40532, 175.3), (40743, 38.9), (70213, 84.5), (80614, 166.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,1,1511.7,2291.6,2252.2, Monster,   True,41,90,40,171,9,-30,-110,-278,-418,18,4,27,  CT, Trip SDJ, Trip SDQ, Trip HHK, Four 3, FiveSF 9, (2252.2, (11001, 3.3), (41142, 858.1), (41242, 476.7), (41333, 126.9), (80309, 476.0), (90908, 311.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,1,652.9,1845.3,2491.3,   Good,   True,31,-20,0,11,10,-350,-240,-320,-910,18,1,27,   A, Pair K, Trip SCJ, Four 5, Four T, FiveSF 7, (2491.3, (11402, 67.8), (21307, 37.9), (41141, 398.9), (80508, 1051.9), (81012, 633.5), (90706, 301.3)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,1,359.1,1601.2,1735.2,     Ok,   True,-53,-20,0,-73,9,-80,70,-87,-97,22,4,27,   A, Trip DD9, Trip SDQ, Trip SSK, FullH 4, Four 8, (1735.2, (11404, 100.0), (40922, 726.9), (41242, 476.7), (41344, 157.8), (70406, 94.3), (80811, 179.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,707.2,1893.6,1729.7,   Good,   True,6,-20,0,-14,14,-180,0,78,-102,20,3,27,   A, Trip HHT, Trip SHQ, Trip SHA, FullH 8, FullH 9, (1729.7, (11402, 67.8), (41033, 802.4), (41243, 497.9), (41443, 218.0), (70811, 112.7), (70907, 30.9)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,0,889.8,2088.7,1603.5,   Good,   True,-25,-20,0,-45,13,190,-50,216,356,19,6,27,   K, Trip SS9, Trip SHQ, Trip SHA, Flush K, FullH 6, (1603.5, (11304, 47.8), (40944, 783.9), (41243, 497.9), (41443, 218.0), (61311, 29.9), (70607, 26.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,0,233,961.8,1092.4,    Sad,  False,0,-10,-40,-50,17,440,290,391,1121,21,9,28,   K, Trip SH6, Trip SH7, Trip HDT, Flush K, Four 5, (1092.4, (11302, 32.5), (40643, 579.8), (40743, 234.3), (41032, 58.5), (61312, 32.1), (80512, 155.2)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,1,796.4,1805.6,1599,   Good,   True,1,-20,0,-19,10,-50,-110,-277,-437,19,4,28,  SQ, Trip SH8, Trip SCK, Trip SHA, FullH 3, FullH 5, (1599.0, (11204, 22.7), (40843, 711.3), (41341, 531.5), (41443, 218.0), (70311, 91.4), (70509, 24.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ming  ,0,297.8,1258.1,1037.7, Not Ok,  False,0,-10,-40,-50,10,-360,-280,-320,-960,18,1,28,   A, Trip SH2, Trip SHJ, Trip SDQ, Flush 9, Flush A, (1037.7, (11404, 100.0), (40243, 387.0), (41143, 429.7), (41242, 99.9), (60908, 11.7), (61410, 9.4)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tony  ,1,812.6,2425.7,2801.4, Monster,   True,18,80,80,178,10,0,150,-69,81,23,5,28,   K, Trip SH3, Trip SHT, Four 2, Four A, FiveSF 8, (2801.4, (11303, 39.8), (40343, 427.1), (41043, 365.5), (80209, 946.1), (81412, 716.4), (90807, 306.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Edmond,0,805.6,1619.3,1494.8,     Ok,   True,-5,-20,0,-25,14,-200,0,73,-127,21,3,28,   Q, Trip HD9, Trip DDK, Trip SHA, Straight 8, Flush J, (1494.8, (11203, 18.9), (40932, 737.8), (41322, 515.9), (41443, 218.0), (50807, 3.1), (61106, 1.1)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Philip,1,699.9,1642.5,1779.8,     Ok,   True,-14,-20,0,-34,14,170,-50,202,322,20,6,28,   K, Trip DD4, Trip HDJ, Trip SHQ, FullH 3, SixSF T, (1779.8, (11304, 47.8), (40422, 437.5), (41132, 391.1), (41243, 107.9), (70307, 87.0), (111009, 708.5)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peter ,1,1068.9,1749.6,1564.3,     Ok,   True,-15,-20,0,-35,18,420,290,376,1086,22,9,29,   A, Pair T, Pair J, Pair K, FiveSF A, Five 7, (1564.3, (11404, 100.0), (21012, 29.4), (21109, 13.7), (21309, 5.9), (91405, 953.3), (100700, 462.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Johnny,0,191,1086.2,971.7, Not Ok,  False,0,-10,-40,-50,10,-60,-150,-277,-487,19,4,29,  DA, Trip HD6, Trip SD8, Trip HD9, Flush K, FullH 3, (971.7, (11402, 67.8), (40632, 546.1), (40842, 258.4), (40932, 48.7), (61313, 32.7), (70310, 18.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
